IKResults,,,,,,,,,,,,,,,,,,,,,,,,,
version=1,,,,,,,,,,,,,,,,,,,,,,,,,
nRows=577,,,,,,,,,,,,,,,,,,,,,,,,,
nColumns=26,,,,,,,,,,,,,,,,,,,,,,,,,
inDegrees=yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Units are S.I. units (second, meters, Newtons, ...)",,,,,,,,,,,,,,,,,,,,,,,,,
"If the header above contains a line with 'inDegrees', this indicates whether rotational values are in degrees (yes) or radians (no).",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
endheader,,,,,,,,,,,,,,,,,,,,,,,,,
time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_ext,lumbar_bend,lumbar_rota
15.736,-0.67786981,3.01737575,79.91850311,0.39001438,0.92951229,0.91397376,-17.40105087,-3.04784328,1.7318358,17.58915811,0.30698872,2.98125938,3.01935829,-7.48799175,23.07636497,-4.96131271,-10.65379671,3.97475182,0.06937251,-8.35326555,1.65391934,-7.48799175,-14.6235048,-5.2663094,10.05103105
15.74,-0.71140785,3.03843731,79.74783411,0.38941357,0.92878595,0.90777576,-17.55610061,-3.24526742,1.76584763,17.987494,0.31394099,2.59820476,2.81216593,-7.49011488,22.92585782,-4.9051444,-10.54815227,4.32714833,0.07552299,-8.49217144,1.58735874,-7.49011488,-14.52015538,-5.36394062,10.17401112
15.744,-0.85667048,3.07351763,79.53307569,0.38885246,0.9280656,0.90147399,-17.65569139,-3.60904112,1.68481079,18.49224833,0.32275062,2.42043167,3.04508981,-7.49122354,22.70570758,-4.73696791,-10.61662379,4.54307531,0.07929162,-8.83788853,1.49548083,-7.49122354,-14.3856968,-5.60044465,10.31546967
15.748,-0.93202707,3.098652,79.33337315,0.38825856,0.92738638,0.89521629,-17.75645998,-3.86743407,1.73303908,18.97120736,0.33111003,2.05150002,2.93186589,-7.4926973,22.4857952,-4.62925502,-10.62823558,4.71804414,0.0823454,-9.32184783,1.33394259,-7.4926973,-14.26498386,-5.74781284,10.44685499
15.752,-1.0488308,3.15026331,79.14369924,0.38765476,0.92673925,0.88886669,-17.86944249,-4.18542763,1.70228888,19.47153983,0.33984248,1.67447035,2.90491732,-7.49448822,22.20967525,-4.46224499,-10.7023789,4.80723816,0.08390213,-9.92581988,1.19504491,-7.49448822,-14.15618196,-5.94825646,10.55995616
15.756,-1.25063691,3.20758663,78.91475181,0.38706649,0.92612697,0.88241546,-17.93302181,-4.62965645,1.59452325,20.05501625,0.35002607,1.37171006,3.07485366,-7.49564319,21.88947152,-4.21673622,-10.97981067,4.79096881,0.08361818,-10.63741503,1.18001871,-7.49564319,-14.01672883,-6.25682917,10.68962362
15.76,-1.41063774,3.28026885,78.6888787,0.38653267,0.92559803,0.87605471,-18.01171893,-5.00115184,1.62573217,20.60716633,0.3596629,0.90745444,3.000689,-7.49645646,21.54300064,-4.0044535,-11.14126617,4.72991369,0.08255257,-11.51593688,0.93594832,-7.49645646,-13.91385168,-6.5224771,10.83516643
15.764,-1.58463551,3.31896867,78.52307988,0.3858613,0.92506975,0.86972866,-18.0275469,-5.37370696,1.57503343,21.20913437,0.37016923,0.43114959,2.91432806,-7.49716537,21.24611189,-3.75535705,-11.24662041,4.64593279,0.08108682,-12.48060464,0.65547795,-7.49716537,-13.77980251,-6.78237878,10.9016839
15.768,-1.79083945,3.35162936,78.42327999,0.38512862,0.92459492,0.86340059,-18.02997719,-5.75509112,1.44598213,21.81234888,0.38069731,-0.13745817,2.75995635,-7.49772851,20.97250465,-3.44792569,-11.2544762,4.55585096,0.0795146,-13.48406116,0.26323046,-7.49772851,-13.64336613,-7.07026535,10.89243052
15.772,-2.00045837,3.40058715,78.28061609,0.38443721,0.92422054,0.85716138,-17.99953532,-6.15143633,1.39611201,22.46590539,0.39210402,-0.74316319,2.5851885,-7.49793184,20.68913551,-3.16174144,-11.33792258,4.50076832,0.07855323,-14.45704069,-0.03025932,-7.49793184,-13.53411288,-7.375866,10.93008628
15.776,-2.27151498,3.42096864,78.18651701,0.38369807,0.92388309,0.85092682,-17.91174008,-6.59917464,1.26628677,23.1516524,0.40407256,-1.33854821,2.47677827,-7.49823396,20.48844185,-2.80913198,-11.42855219,4.52355716,0.07895097,-15.41117794,-0.29658651,-7.49823396,-13.38473162,-7.74467747,10.89154078
15.78,-2.5460129,3.46112952,78.09524835,0.38297344,0.9236371,0.84481248,-17.79615396,-7.04283061,1.17727284,23.89264167,0.41700526,-2.03541496,2.31532632,-7.49841786,20.28893664,-2.46097647,-11.46844667,4.60262946,0.08033104,-16.19260045,-0.49323451,-7.49841786,-13.27695639,-8.12504347,10.88476059
15.784,-2.82451304,3.53536634,78.04622326,0.38221604,0.92352921,0.83881429,-17.69732097,-7.48042975,1.06182644,24.64661935,0.43016466,-2.78237511,2.14196579,-7.49853518,20.12396252,-2.10693083,-11.4912048,4.82022244,0.08412875,-16.89475286,-0.65722951,-7.49853518,-13.23533748,-8.51087068,10.79824426
15.788,-3.14583872,3.50134424,78.09808208,0.38133478,0.92337232,0.83283283,-17.46065221,-7.90377363,0.85795965,25.44061299,0.44402246,-3.64949502,1.76676825,-7.49869862,20.15882864,-1.70013267,-11.35981662,5.18199085,0.0904428,-17.53653834,-0.93270328,-7.49869862,-13.08140419,-8.91488083,10.63331188
15.792,-3.48131757,3.49830363,78.15499081,0.38046979,0.9233225,0.82695352,-17.2152793,-8.34721934,0.66188294,26.28165795,0.45870146,-4.52486122,1.49113017,-7.49885295,20.22354209,-1.29551737,-11.28988499,5.69230144,0.0993494,-17.98339777,-1.04387988,-7.49885295,-12.97677867,-9.34465252,10.45437844
15.796,-3.82545777,3.49860128,78.25033088,0.37957234,0.92334108,0.82115769,-16.9452696,-8.78520377,0.45143908,27.15677032,0.47397506,-5.47059246,1.16472838,-7.4989956,20.35779717,-0.88723031,-11.21066117,6.35780531,0.11096464,-18.27922236,-1.07408443,-7.4989956,-12.89648318,-9.78110051,10.23487606
15.8,-4.16696017,3.4768116,78.38855197,0.37868169,0.92340622,0.81542269,-16.63058736,-9.19579723,0.22575493,28.06059406,0.48974976,-6.48410173,0.76773369,-7.49916024,20.57886704,-0.49453311,-11.12515855,7.17135784,0.12516381,-18.40311416,-0.95583016,-7.49916024,-12.81195219,-10.21474811,9.98343729
15.804,-4.52179858,3.45785959,78.55885374,0.37776032,0.92352099,0.8097322,-16.28993085,-9.62091163,-0.04687632,29.00717686,0.50627074,-7.49904962,0.46305007,-7.49928205,20.85132371,-0.09859425,-11.08209634,8.10971059,0.14154115,-18.38266077,-0.6766273,-7.49928205,-12.73878926,-10.65795509,9.70874208
15.808,-4.86180634,3.38533569,78.82458925,0.37673839,0.9236179,0.80406339,-15.89923651,-9.98487143,-0.35989394,29.95863772,0.52287687,-8.62218825,0.03149402,-7.49937347,21.23264165,0.29822361,-10.92404889,9.1620195,0.15990741,-18.24270851,-0.37580925,-7.49937347,-12.63732517,-11.06153271,9.31661296
15.812,-5.20079381,3.3336762,79.01219787,0.37581537,0.92379725,0.79851497,-15.44530875,-10.37797326,-0.60876552,31.00873137,0.54120446,-9.77784057,-0.43178445,-7.49939901,21.57937903,0.66705983,-10.88521783,10.19633769,0.17795966,-18.13918712,-0.13605278,-7.49939901,-12.55709441,-11.47746018,9.03194534
15.816,-5.50643947,3.27675618,79.26106693,0.37482364,0.92400105,0.79297466,-14.99232805,-10.71932415,-0.88097288,32.05857456,0.55952768,-10.95535434,-0.91829396,-7.49944601,21.93587061,1.01447906,-10.81134141,11.26532408,0.196617,-17.9274373,0.27396531,-7.49944601,-12.49762233,-11.84707169,8.67949222
15.82,-5.83248509,3.22932491,79.49115499,0.37384373,0.92423578,0.78747409,-14.50780613,-11.09231282,-1.12787803,33.15066174,0.5785882,-12.15811371,-1.4557309,-7.49947433,22.25241791,1.38282429,-10.78847041,12.27548416,0.21424762,-17.70221683,0.6717415,-7.49947433,-12.44781131,-12.24166993,8.3568617
15.824,-6.09073783,3.15498464,79.80659459,0.3727587,0.92449471,0.78201159,-14.01359473,-11.37530967,-1.44280904,34.23045014,0.59743406,-13.43381802,-1.95068214,-7.49949971,22.57798035,1.71559269,-10.64567751,13.26607754,0.23153673,-17.45379719,1.07891098,-7.49949971,-12.4052832,-12.52863376,7.93967803
15.828,-6.36175759,3.00876815,80.1291913,0.37161044,0.92471022,0.77655158,-13.40533886,-11.6713951,-1.76750807,35.35799241,0.61711338,-14.7151845,-2.47989133,-7.49953356,22.9410155,2.06720884,-10.49415882,14.17119789,0.24733406,-17.24671722,1.48962361,-7.49953356,-12.27584811,-12.80684677,7.51102006
15.832,-6.60002963,2.92744516,80.44147932,0.37041995,0.92502327,0.77112634,-12.8544235,-11.95397577,-2.06194191,36.47487736,0.6366067,-16.0450688,-3.06046292,-7.49956615,23.16824587,2.41153863,-10.39251998,14.97066707,0.26128743,-16.98654282,1.87796577,-7.49956615,-12.23535494,-13.06009799,7.08944347
15.836,-6.82904218,2.85134695,80.71028593,0.36926341,0.92540556,0.76579724,-12.25464297,-12.2391348,-2.28798164,37.63277789,0.65681588,-17.42564742,-3.67161806,-7.49959725,23.3278177,2.75167329,-10.29509283,15.64180654,0.27300103,-16.81255681,2.18303742,-7.49959725,-12.21112631,-13.29415217,6.73402196
15.84,-7.02231318,2.81401439,80.93325335,0.36812731,0.92587504,0.76054826,-11.66276653,-12.50026011,-2.43021762,38.79387458,0.67708084,-18.86469609,-4.33352849,-7.49962647,23.37399182,3.06774525,-10.23433374,16.18960211,0.28256186,-16.63269628,2.4191716,-7.49962647,-12.24802823,-13.49049414,6.4151836
15.844,-7.22342662,2.76792493,81.13211852,0.36696502,0.92637289,0.75531587,-11.0243822,-12.78571069,-2.55769016,39.96586234,0.69753589,-20.28876871,-5.03014224,-7.49964659,23.3726619,3.40367631,-10.19955272,16.63072864,0.29026097,-16.45234383,2.58578165,-7.49964659,-12.24800745,-13.68785526,6.10799821
15.848,-7.38180838,2.68893906,81.42611559,0.36565062,0.9268569,0.75007717,-10.38727666,-13.01145521,-2.78390856,41.10328718,0.71738769,-21.71247563,-5.69226765,-7.49966864,23.36397938,3.75482017,-9.99997388,16.9975332,0.29666292,-16.25800577,2.73441764,-7.49966864,-12.24612372,-13.80123849,5.68923008
15.852,-7.53408157,2.66741081,81.57544739,0.36447669,0.92747778,0.74496912,-9.73110809,-13.25142857,-2.80649353,42.24989223,0.73739973,-23.16787023,-6.45620947,-7.49968315,23.23258487,4.07754187,-9.93179696,17.25173787,0.30109963,-16.10780747,2.69854193,-7.49968315,-12.2914643,-13.93364934,5.42943074
15.856,-7.64699962,2.62820179,81.76227101,0.36322812,0.92810222,0.73985929,-9.0748502,-13.45255604,-2.88517,43.36154718,0.75680177,-24.4698254,-7.08917701,-7.49969949,23.08456565,4.38101539,-9.78757565,17.46235444,0.30477558,-15.89376925,2.74968054,-7.49969949,-12.33263612,-14.00122405,5.13154993
15.86,-7.74687764,2.60002827,81.94784806,0.36199592,0.92877878,0.73479965,-8.41981823,-13.63663778,-2.95182616,44.47213804,0.77618523,-25.64965913,-7.7111929,-7.49972017,22.89127542,4.69386376,-9.57356561,17.61728383,0.30747961,-15.66661229,2.68073835,-7.49972017,-12.38774574,-14.05388876,4.83616672
15.864,-7.82835819,2.59456794,81.97954529,0.36091027,0.92956455,0.72987187,-7.71129046,-13.79923151,-2.78430129,45.57959075,0.79551393,-26.6787525,-8.28709145,-7.49973248,22.63490615,4.94774597,-9.52644777,17.69610191,0.30885524,-15.48235776,2.48715238,-7.49973248,-12.44560022,-14.11340063,4.67299045
15.868,-7.89746928,2.57433728,82.05836152,0.35976254,0.93035826,0.72493036,-7.0236168,-13.92994604,-2.6572603,46.65042664,0.81420354,-27.41986035,-8.770965,-7.49974672,22.38319459,5.21385324,-9.38230017,17.76792509,0.31010879,-15.24541812,2.3058731,-7.49974672,-12.48641897,-14.13107578,4.47643482
15.872,-7.93427568,2.55062627,82.09889419,0.3586818,0.9312064,0.72004546,-6.3153782,-14.00677387,-2.45253896,47.70660412,0.83263732,-27.88701096,-9.11503683,-7.49975923,22.11611648,5.43409555,-9.24113764,17.81785115,0.31098017,-15.01408503,2.10292906,-7.49975923,-12.52698331,-14.11858442,4.31465667
15.876,-7.94263932,2.55270991,82.16656112,0.35760464,0.93213327,0.71522063,-5.65732148,-14.03935391,-2.25790321,48.72384494,0.85039152,-27.98081141,-9.16778974,-7.49977629,21.81310637,5.63428561,-9.0656714,17.87137816,0.31191439,-14.7315186,1.99198991,-7.49977629,-12.5998089,-14.07671721,4.11111374
15.88,-7.94306309,2.56189342,82.06809588,0.3567377,0.93312588,0.71048653,-4.92656648,-14.03923671,-1.81965296,49.75834748,0.86844699,-27.82614439,-9.14916653,-7.49978941,21.4819585,5.76403417,-9.09587315,17.88037933,0.31207149,-14.49448853,1.78882811,-7.49978941,-12.64922256,-14.05117256,4.10215867
15.884,-7.94250231,2.53423403,81.98619084,0.35592261,0.93410693,0.70575643,-4.15826016,-14.00083657,-1.37721943,50.77162925,0.8861321,-27.41933789,-9.06023725,-7.49979809,21.18085654,5.88860794,-9.08194116,17.88510449,0.31215396,-14.20198728,1.60783768,-7.49979809,-12.64600518,-14.03207338,4.08761035
15.888,-7.87013449,2.62528383,82.00273917,0.35501593,0.93530523,0.70110816,-3.59802379,-13.89349738,-1.05590887,51.67587065,0.90191409,-26.69109868,-8.47247194,-7.49980922,20.74523658,5.9811416,-8.95391557,17.88682022,0.31218391,-13.96686929,1.58903149,-7.49980922,-12.83275077,-13.92134138,3.95076191
15.892,-7.82201813,2.68650811,81.91654013,0.35426725,0.93648196,0.69651998,-2.95047113,-13.77085986,-0.57063446,52.56443307,0.91742243,-25.94746149,-8.00702616,-7.49981801,20.33832966,6.05523666,-8.96800647,17.86901099,0.31187308,-13.72572426,1.47079321,-7.49981801,-12.94020399,-13.8707115,3.95175381
15.896,-7.84121499,2.3647152,81.82775167,0.35359732,0.93719529,0.69179905,-1.82068324,-13.64700617,-0.10495495,53.55248297,0.93466715,-25.1761112,-7.8137122,-7.49982463,20.36089631,6.1080578,-9.01163903,17.87163093,0.3119188,-13.61051742,1.63208815,-7.49982463,-12.55655951,-13.84552346,3.93889855
15.9,-7.67125172,2.79518776,81.75579798,0.35286478,0.93889227,0.68730351,-1.66423867,-13.44080706,0.32638953,54.18187043,0.94565203,-24.21212702,-6.66375208,-7.49983157,19.48368935,6.12027585,-9.00558326,17.77674979,0.31026281,-13.22710867,1.54257767,-7.49983157,-13.15532256,-13.6786748,3.92660522
15.904,-7.58596327,2.84028534,81.71652847,0.35217125,0.94010118,0.68269281,-1.03258958,-13.2582986,0.69408573,54.9017607,0.95821649,-23.35687148,-5.88245541,-7.49983942,19.05675324,6.13306658,-9.05497446,17.71004502,0.3090986,-12.95075061,1.74135423,-7.49983942,-13.24385627,-13.55967593,3.89471993
15.908,-7.62187203,2.66568586,81.52392071,0.35165852,0.94101329,0.67808216,-0.04470024,-13.13793044,1.2782491,55.66700452,0.97157251,-22.69041302,-5.54934077,-7.49984355,18.88636502,6.17651905,-9.32992834,17.63055179,0.30771118,-12.79403544,1.87943809,-7.49984355,-13.01132968,-13.58362578,3.99515009
15.912,-7.42368137,2.98333987,81.58619097,0.35090998,0.94259239,0.67351885,0.16661367,-12.86699044,1.49581841,56.11641893,0.97941627,-21.93660574,-4.34251097,-7.49984956,18.1199296,6.14464395,-9.24212897,17.52644739,0.30589421,-12.45894089,2.12464122,-7.49984956,-13.45673479,-13.3676231,3.89042051
15.916,-7.35426233,3.01217575,81.59782946,0.35024241,0.94376912,0.6689158,0.77527934,-12.67163463,1.78123482,56.6244061,0.98828232,-21.32827254,-3.69213499,-7.49985616,17.70532313,6.16895219,-9.25763327,17.44558832,0.30448296,-12.22838038,2.3494955,-7.49985616,-13.51682531,-13.27726584,3.82135818
15.92,-7.32418353,3.02138845,81.54866004,0.34968515,0.94490126,0.66433667,1.44120842,-12.4994894,2.15234072,57.09823191,0.99655214,-20.80347777,-3.0665565,-7.49986123,17.29734077,6.20147903,-9.38092173,17.31781245,0.30225285,-12.03290622,2.62354839,-7.49986123,-13.52491013,-13.24929502,3.81345402
15.924,-7.23036594,3.06748588,81.60581618,0.34897885,0.94607387,0.65972544,1.98746,-12.29968984,2.31072017,57.47470691,1.00312287,-20.28699486,-2.37550425,-7.49986653,16.85276246,6.20210926,-9.38168406,17.21229605,0.30041124,-11.8288774,2.94672234,-7.49986653,-13.61411954,-13.10656655,3.70412739
15.928,-7.16724891,3.09376407,81.64171105,0.34833941,0.94719471,0.65514385,2.57000095,-12.11023057,2.51966713,57.8028473,1.00885,-19.84133938,-1.73257879,-7.49987049,16.42237176,6.22220966,-9.42256079,17.07671758,0.29804495,-11.65278994,3.24921293,-7.49987049,-13.66081259,-13.02173292,3.6092845
15.932,-7.10607677,3.09844278,81.7835407,0.34758451,0.94825505,0.65054526,3.12528988,-11.9404611,2.57480615,58.07157793,1.01354024,-19.35591306,-1.15080745,-7.49987605,16.02877984,6.25999305,-9.35115844,16.97431294,0.29625765,-11.45625261,3.65511498,-7.49987605,-13.7012774,-12.9161564,3.43393104
15.936,-7.20508958,2.79854491,81.81365316,0.3470188,0.94887721,0.64590347,4.13542636,-11.87331062,2.76960647,58.44356098,1.02003257,-18.95418384,-0.93275937,-7.49987816,15.98778232,6.37495299,-9.44735555,16.8457475,0.29401376,-11.41920566,3.98504022,-7.49987816,-13.32036531,-12.99834199,3.34758196
15.94,-7.04171086,3.05988951,81.9482338,0.34626908,0.95026067,0.64135227,4.3324482,-11.63809167,2.79742069,58.49808023,1.02098411,-18.42536193,-0.0830571,-7.49988101,15.27398283,6.34959457,-9.37339255,16.69557061,0.29139268,-11.17249703,4.29760536,-7.49988101,-13.67984571,-12.79529683,3.18965084
15.944,-7.07757614,2.90512868,82.03859584,0.3456052,0.95103086,0.63670557,5.10066853,-11.54672902,2.88058993,58.69762822,1.02446688,-17.91701942,0.28050505,-7.49988244,15.04291681,6.44606448,-9.38422245,16.53622716,0.28861161,-11.07313381,4.60272353,-7.49988244,-13.48235699,-12.79825866,3.06408299
15.948,-7.08296461,2.91486552,82.14525082,0.34497998,0.9520035,0.63212233,5.64441539,-11.44956567,2.91208759,58.78641761,1.02601654,-17.359036,0.65405318,-7.49988241,14.6209617,6.52874917,-9.42922492,16.34387489,0.28525443,-10.9793679,4.96294775,-7.49988241,-13.51508464,-12.80164244,2.89612635
15.952,-7.07838021,2.79986716,82.29241811,0.34427703,0.9528084,0.62746178,6.31352248,-11.33976238,2.87415196,58.86238715,1.02734246,-16.83919664,1.03353311,-7.49988271,14.33721837,6.60138379,-9.38363152,16.18154143,0.28242118,-10.84023255,5.26572131,-7.49988271,-13.35864873,-12.73968496,2.725482
15.956,-6.96760109,2.97298624,82.45557914,0.34357606,0.95400434,0.62293712,6.5788267,-11.14543869,2.82921756,58.73741155,1.02516123,-16.30116607,1.61869744,-7.49988378,13.71016032,6.60477128,-9.3032814,15.9894121,0.27906789,-10.66068645,5.64327951,-7.49988378,-13.62671525,-12.61127133,2.55126326
15.96,-7.06697351,2.70903292,82.55445014,0.34298634,0.95454207,0.61830081,7.44819058,-11.09893531,2.88704184,58.78474351,1.02598732,-15.71684909,1.75945477,-7.49988407,13.60351741,6.73392204,-9.39878453,15.8093053,0.27592443,-10.60478542,6.05229499,-7.49988407,-13.28348445,-12.68109509,2.41430699
15.964,-6.94526669,2.95684512,82.77074956,0.342176,0.95578496,0.61381899,7.59692437,-10.94970634,2.70076514,58.55819112,1.02203324,-15.16632972,2.30451631,-7.49988528,12.87867699,6.7563131,-9.26403878,15.57841968,0.27189472,-10.43410814,6.3207191,-7.49988528,-13.65016118,-12.52380719,2.14725536
15.968,-6.8962411,3.01307183,82.95470118,0.34145735,0.95676012,0.60923282,7.97669387,-10.82726315,2.58298274,58.34227364,1.01826477,-14.64272264,2.61306204,-7.49988869,12.37934286,6.80456319,-9.23814045,15.37201899,0.26829234,-10.29527248,6.68650578,-7.49988869,-13.74112844,-12.44770651,1.95102942
15.972,-6.88266769,3.01374833,83.16595661,0.34065155,0.95765514,0.60471945,8.42277502,-10.75282075,2.43728837,58.10404355,1.01410687,-14.0738934,2.90023165,-7.49989077,11.93886913,6.8972499,-9.14230018,15.12837004,0.26403987,-10.23028652,7.00000592,-7.49989077,-13.79572251,-12.39350121,1.6747691
15.976,-6.83722461,3.0171693,83.42862996,0.33984994,0.95849028,0.60020024,8.84533787,-10.66588679,2.17825552,57.84100132,1.00951592,-13.58468194,3.17231076,-7.49989481,11.50331841,6.96242211,-8.97292386,14.91940091,0.26039267,-10.10716904,7.24341001,-7.49989481,-13.84464207,-12.28859696,1.39452488
15.98,-6.80097406,3.02875703,83.58593996,0.33912079,0.95933426,0.59572326,9.29066479,-10.57566434,2.04820313,57.54875508,1.00441526,-13.06026232,3.4342466,-7.49989805,11.0533706,7.01321365,-9.01610733,14.6897903,0.25638521,-10.00560861,7.5801429,-7.49989805,-13.88608952,-12.20873143,1.19747564
15.984,-6.76470735,3.09573941,83.77163625,0.33843059,0.96022296,0.59122689,9.63221361,-10.48083967,1.91721033,57.16365368,0.99769397,-12.59441722,3.69523968,-7.49990023,10.54485556,7.06972759,-8.98588913,14.46571735,0.2524744,-9.94124279,7.89309034,-7.49990023,-14.00033965,-12.14464636,1.00839231
15.988,-6.71652375,3.1417604,84.02366474,0.33762623,0.96105362,0.58680463,9.9883225,-10.41138385,1.64629102,56.77823424,0.99096713,-12.11182685,3.87597598,-7.49990143,10.05464754,7.13141367,-8.86266125,14.22085634,0.24820077,-9.8723887,8.14549121,-7.49990143,-14.12795249,-12.0470942,0.68903504
15.992,-6.71719619,3.04879095,84.13862309,0.33699668,0.96166799,0.58240409,10.57173214,-10.33280055,1.59492427,56.41128035,0.98456258,-11.68564976,4.08016802,-7.4999007,9.74714101,7.19560948,-8.90366166,14.01324141,0.2445772,-9.82397421,8.43635768,-7.4999007,-14.05164184,-12.02468697,0.58422697
15.996,-6.59009453,3.22856508,84.48081599,0.3361231,0.96265134,0.57787308,10.6675791,-10.23254936,1.15657302,55.84552224,0.97468824,-11.30050526,4.21051906,-7.49990138,9.09950571,7.19454712,-8.71515317,13.79807005,0.24082175,-9.69135175,8.72710031,-7.49990138,-14.33220967,-11.81602169,0.1983797
16,-6.52647429,3.28652891,84.70228354,0.33543037,0.96342339,0.57343584,10.9763749,-10.13526291,0.91604496,55.32144127,0.9655413,-10.91470619,4.28492775,-7.49990565,8.60840994,7.21633592,-8.62413131,13.58933668,0.23717867,-9.58548303,9.03757993,-7.49990565,-14.45470196,-11.70444327,-0.07965118
16.004,-6.46970086,3.33324068,84.93285218,0.33471613,0.96416264,0.5689795,11.28316133,-10.05338106,0.66046047,54.75663101,0.9556835,-10.53000245,4.38649543,-7.49990598,8.13548848,7.24527279,-8.54874264,13.39149275,0.23372564,-9.51759761,9.3114176,-7.49990598,-14.55779998,-11.60334374,-0.32596177
16.008,-6.37582828,3.45381897,85.10141451,0.33410367,0.96494913,0.56459118,11.51628323,-9.90954753,0.4937773,54.15069732,0.94510796,-10.2319158,4.48886322,-7.49990467,7.57895126,7.22708292,-8.55215062,13.18938326,0.23019816,-9.39816787,9.59422614,-7.49990467,-14.75464222,-11.4665844,-0.5137914
16.012,-6.29728955,3.48855314,85.36809991,0.33337695,0.96562422,0.56017433,11.80833785,-9.80066339,0.21080103,53.5233615,0.93415888,-9.90970429,4.50790502,-7.49990427,7.11925846,7.23053683,-8.38724637,12.98762947,0.2266769,-9.30768903,9.86311601,-7.49990427,-14.86013016,-11.32092393,-0.80815573
16.016,-6.20470022,3.55116247,85.60375414,0.33272047,0.96629042,0.55579211,12.07051158,-9.66473368,-0.03011565,52.86331358,0.92263888,-9.61453976,4.51445734,-7.49990372,6.63863284,7.20735979,-8.28529678,12.80934396,0.22356523,-9.18758007,10.15498389,-7.49990372,-14.98991536,-11.1739699,-1.07811472
16.02,-6.13510881,3.62862324,85.85545592,0.33202301,0.96697342,0.55141823,12.30313912,-9.55898146,-0.27318384,52.1694794,0.91052918,-9.33705385,4.52241695,-7.49990319,6.13861236,7.21792235,-8.13904134,12.6066464,0.22002749,-9.11595589,10.38109369,-7.49990319,-15.15342953,-11.04316347,-1.35246508
16.024,-6.06676574,3.70864816,86.01893398,0.33145174,0.96760206,0.54708151,12.56166457,-9.42770859,-0.41528735,51.4708572,0.89833593,-9.06218757,4.51428751,-7.49990173,5.64861244,7.20441218,-8.14256908,12.42619939,0.21687809,-9.00110643,10.68816585,-7.49990173,-15.30597088,-10.93014799,-1.50712871
16.028,-6.00280996,3.74352723,86.37493889,0.33065636,0.96816498,0.54276924,12.8024869,-9.35958201,-0.77850289,50.73534778,0.88549887,-8.78677056,4.52613046,-7.49990267,5.21733069,7.22432553,-7.79377675,12.26538317,0.21407132,-8.92032087,10.81867698,-7.49990267,-15.43029361,-10.78558592,-1.93325694
16.032,-5.93203937,3.84111564,86.59308529,0.33004456,0.96878247,0.53845763,13.00602674,-9.2410275,-0.97124951,49.97982874,0.87231257,-8.52953293,4.49178955,-7.49990251,4.7098984,7.21019744,-7.70227758,12.08021551,0.21083953,-8.84106835,11.08346151,-7.49990251,-15.61441863,-10.66119655,-2.1813276
16.036,-5.87448726,3.89798862,86.88469665,0.32935023,0.96932206,0.53415157,13.22140969,-9.15944895,-1.24448592,49.19208966,0.85856393,-8.30065487,4.50198317,-7.49990455,4.26672893,7.21450529,-7.49108353,11.94105839,0.20841079,-8.73906288,11.27505632,-7.49990455,-15.75224274,-10.53648568,-2.48614657
16.04,-5.8161099,3.97887094,87.12778172,0.3287417,0.96984788,0.52989818,13.42778267,-9.05705774,-1.44541843,48.40452414,0.84481832,-8.0748053,4.4896888,-7.49990735,3.79627414,7.20525398,-7.34498366,11.78801281,0.20573964,-8.64386124,11.49282482,-7.49990735,-15.92033024,-10.42177298,-2.76352107
16.044,-5.75757963,4.07057138,87.37225391,0.32815661,0.97035923,0.52564651,13.61103765,-8.94960905,-1.64156997,47.58881123,0.83058144,-7.87453759,4.4156822,-7.4999097,3.32162282,7.18839498,-7.21176977,11.65330893,0.20338861,-8.53482783,11.75473287,-7.4999097,-16.09915005,-10.30999838,-3.0165451
16.048,-5.71691165,4.14271045,87.62676005,0.32755996,0.97082078,0.52141279,13.81790306,-8.8692639,-1.8443606,46.7747497,0.81637339,-7.67865796,4.37035107,-7.49991219,2.87951566,7.18847365,-7.04527732,11.53318652,0.20129208,-8.43832213,11.96224689,-7.49991219,-16.25854764,-10.21733215,-3.28537839
16.052,-5.66551477,4.23017076,87.83777171,0.32702836,0.97124399,0.51716823,14.01063241,-8.75678558,-1.98582454,45.94990705,0.80197717,-7.49677494,4.28564551,-7.49991581,2.41106217,7.16923586,-6.94927858,11.39891493,0.1989486,-8.31872741,12.21712332,-7.49991581,-16.42854124,-10.11533671,-3.51861406
16.056,-5.61309331,4.34433135,88.01553158,0.32659471,0.97169676,0.51296743,14.17144632,-8.62838784,-2.07985124,45.09034113,0.78697491,-7.35446262,4.18999137,-7.4999172,1.92196268,7.13946252,-6.90277876,11.27326894,0.19675566,-8.19359477,12.43279649,-7.4999172,-16.6222133,-10.01917213,-3.68954649
